dataset,method,pair,kendall_tau,spearman,iou_topk
phoneme,rpart,LOCAL vs SHAP,0.2,0.3,0.5
phoneme,simpls,FEAT_IMP vs LIME,0.4,0.4,0.5
phoneme,simpls,FEAT_IMP vs LOCAL,0.2,0.2,0.5
phoneme,simpls,FEAT_IMP vs SHAP,0.2,0.2,0.5
phoneme,simpls,LIME vs SHAP,0.8,0.9,1.0
phoneme,simpls,LOCAL vs LIME,0.8,0.9,1.0
phoneme,simpls,LOCAL vs SHAP,1.0,1.0,1.0
qsar-biodeg,C5.0,FEAT_IMP vs LIME,0.2878049,0.4047038,0.2
qsar-biodeg,C5.0,FEAT_IMP vs LOCAL,0.0048780,-0.0379791,0.0
qsar-biodeg,C5.0,FEAT_IMP vs SHAP,0.5804878,0.7709059,0.2
qsar-biodeg,C5.0,LIME vs SHAP,0.2243902,0.3313589,0.0
qsar-biodeg,C5.0,LOCAL vs LIME,-0.0048780,0.0013937,0.0
qsar-biodeg,C5.0,LOCAL vs SHAP,0.1073171,0.1580139,0.0
qsar-biodeg,PART,FEAT_IMP vs LIME,-0.0707317,-0.0783972,0.0
qsar-biodeg,PART,FEAT_IMP vs LOCAL,-0.1560976,-0.2109756,0.0
qsar-biodeg,PART,FEAT_IMP vs SHAP,0.7048780,0.8796167,0.2
qsar-biodeg,PART,LIME vs SHAP,-0.0146341,0.0118467,0.0
qsar-biodeg,PART,LOCAL vs LIME,-0.1878049,-0.2668990,0.0
qsar-biodeg,PART,LOCAL vs SHAP,-0.0170732,-0.0378049,0.0
qsar-biodeg,bayesglm,FEAT_IMP vs LIME,0.5195122,0.7163763,0.2
qsar-biodeg,bayesglm,FEAT_IMP vs LOCAL,0.0439024,0.0670732,0.2
qsar-biodeg,bayesglm,FEAT_IMP vs SHAP,0.5926829,0.7716028,1.0
qsar-biodeg,bayesglm,LIME vs SHAP,0.3951220,0.5663763,0.2
qsar-biodeg,bayesglm,LOCAL vs LIME,-0.1292683,-0.1783972,0.2
qsar-biodeg,bayesglm,LOCAL vs SHAP,0.3000000,0.3893728,0.2
qsar-biodeg,ctree,FEAT_IMP vs LIME,0.0146341,0.0132404,0.2
qsar-biodeg,ctree,FEAT_IMP vs LOCAL,0.2268293,0.2736934,0.0
qsar-biodeg,ctree,FEAT_IMP vs SHAP,0.6243902,0.7684669,0.5
qsar-biodeg,ctree,LIME vs SHAP,-0.0097561,-0.0409408,0.2
qsar-biodeg,ctree,LOCAL vs LIME,0.0707317,0.1116725,0.2
qsar-biodeg,ctree,LOCAL vs SHAP,0.2414634,0.3193380,0.0
qsar-biodeg,fda,FEAT_IMP vs LIME,0.4097561,0.5660279,0.2
qsar-biodeg,fda,FEAT_IMP vs LOCAL,0.0439024,-0.0182927,0.0
qsar-biodeg,fda,FEAT_IMP vs SHAP,0.5780488,0.5672474,0.5
qsar-biodeg,fda,LIME vs SHAP,0.3195122,0.4604530,0.5
qsar-biodeg,fda,LOCAL vs LIME,-0.1804878,-0.2541812,0.0
qsar-biodeg,fda,LOCAL vs SHAP,0.3292683,0.4005226,0.0
qsar-biodeg,gbm,FEAT_IMP vs LIME,0.4902439,0.6857143,0.5
qsar-biodeg,gbm,FEAT_IMP vs LOCAL,0.2585366,0.4243902,0.2
qsar-biodeg,gbm,FEAT_IMP vs SHAP,0.6268293,0.7843206,1.0
qsar-biodeg,gbm,LIME vs SHAP,0.5463415,0.7264808,0.5
qsar-biodeg,gbm,LOCAL vs LIME,0.1487805,0.2015679,0.2
qsar-biodeg,gbm,LOCAL vs SHAP,0.4073171,0.5484321,0.2
qsar-biodeg,gcvEarth,FEAT_IMP vs LIME,0.3707317,0.5364111,0.2
qsar-biodeg,gcvEarth,FEAT_IMP vs LOCAL,0.0560976,-0.0054007,0.0
qsar-biodeg,gcvEarth,FEAT_IMP vs SHAP,0.5902439,0.5695122,0.5
qsar-biodeg,gcvEarth,LIME vs SHAP,0.4341463,0.6003484,0.5
qsar-biodeg,gcvEarth,LOCAL vs LIME,-0.1097561,-0.1493031,0.0
qsar-biodeg,gcvEarth,LOCAL vs SHAP,0.3439024,0.4128920,0.0
qsar-biodeg,knn,FEAT_IMP vs LIME,0.4170732,0.6280488,0
qsar-biodeg,knn,FEAT_IMP vs LOCAL,-0.1048780,-0.1843206,0
qsar-biodeg,knn,FEAT_IMP vs SHAP,0.6195122,0.7714286,1
qsar-biodeg,knn,LIME vs SHAP,0.3146341,0.5242160,0
qsar-biodeg,knn,LOCAL vs LIME,-0.2975610,-0.4437282,0
qsar-biodeg,knn,LOCAL vs SHAP,0.1146341,0.1432056,0
qsar-biodeg,mlpML,FEAT_IMP vs LIME,0.1585366,0.2121951,0.5
qsar-biodeg,mlpML,FEAT_IMP vs LOCAL,0.1170732,0.0972125,0.0
qsar-biodeg,mlpML,FEAT_IMP vs SHAP,0.1780488,0.2256098,0.5
qsar-biodeg,mlpML,LIME vs SHAP,-0.0439024,-0.0735192,0.5
qsar-biodeg,mlpML,LOCAL vs LIME,-0.4121951,-0.5965157,0.0
qsar-biodeg,mlpML,LOCAL vs SHAP,0.0560976,0.0937282,0.0
qsar-biodeg,multinom,FEAT_IMP vs LIME,0.5146341,0.7202091,0.2
qsar-biodeg,multinom,FEAT_IMP vs LOCAL,0.1146341,0.1468641,0.2
qsar-biodeg,multinom,FEAT_IMP vs SHAP,0.7560976,0.9162021,0.5
qsar-biodeg,multinom,LIME vs SHAP,0.4317073,0.6141115,0.2
qsar-biodeg,multinom,LOCAL vs LIME,-0.1170732,-0.1864111,0.2
qsar-biodeg,multinom,LOCAL vs SHAP,0.1926829,0.2324042,0.2
qsar-biodeg,naive_bayes,FEAT_IMP vs LIME,0.1317073,0.1998258,0.0
qsar-biodeg,naive_bayes,FEAT_IMP vs LOCAL,-0.0487805,-0.0846690,0.0
qsar-biodeg,naive_bayes,FEAT_IMP vs SHAP,0.2365854,0.3844948,0.0
qsar-biodeg,naive_bayes,LIME vs SHAP,-0.0804878,-0.1498258,0.2
qsar-biodeg,naive_bayes,LOCAL vs LIME,-0.2000000,-0.3543554,0.0
qsar-biodeg,naive_bayes,LOCAL vs SHAP,0.0512195,0.0736934,0.0
qsar-biodeg,rbfDDA,FEAT_IMP vs LIME,0.1024390,0.1186411,0.2
qsar-biodeg,rbfDDA,FEAT_IMP vs LOCAL,0.0341463,0.0517422,0.0
qsar-biodeg,rbfDDA,FEAT_IMP vs SHAP,0.7073171,0.8886760,0.5
qsar-biodeg,rbfDDA,LIME vs SHAP,0.1512195,0.2334495,0.2
qsar-biodeg,rbfDDA,LOCAL vs LIME,0.6341463,0.8353659,0.5
qsar-biodeg,rbfDDA,LOCAL vs SHAP,0.0926829,0.1452962,0.0
qsar-biodeg,rda,FEAT_IMP vs LOCAL,0.3390244,0.5050523,0.5
qsar-biodeg,rda,FEAT_IMP vs SHAP,0.6512195,0.8074913,0.5
qsar-biodeg,rda,LOCAL vs SHAP,0.3902439,0.5425087,0.2
qsar-biodeg,rf,FEAT_IMP vs LIME,0.3365854,0.4939024,0.5
qsar-biodeg,rf,FEAT_IMP vs LOCAL,0.4121951,0.5632404,0.2
qsar-biodeg,rf,FEAT_IMP vs SHAP,0.5731707,0.7466899,0.5
qsar-biodeg,rf,LIME vs SHAP,0.6024390,0.7668990,1.0
qsar-biodeg,rf,LOCAL vs LIME,0.1634146,0.2224739,0.2
qsar-biodeg,rf,LOCAL vs SHAP,0.3756098,0.5034843,0.2
qsar-biodeg,rpart,FEAT_IMP vs LIME,-0.0048780,0.0026132,0.5
qsar-biodeg,rpart,FEAT_IMP vs LOCAL,0.0902439,0.0536585,0.0
qsar-biodeg,rpart,FEAT_IMP vs SHAP,0.4926829,0.3682927,1.0
qsar-biodeg,rpart,LIME vs SHAP,-0.0634146,-0.0775261,0.5
qsar-biodeg,rpart,LOCAL vs LIME,-0.3341463,-0.4844948,0.0
qsar-biodeg,rpart,LOCAL vs SHAP,0.3682927,0.4393728,0.0
qsar-biodeg,simpls,FEAT_IMP vs LIME,0.5024390,0.7062718,0.5
qsar-biodeg,simpls,FEAT_IMP vs LOCAL,0.0337382,0.0240891,0.0
qsar-biodeg,simpls,FEAT_IMP vs SHAP,0.6853659,0.8543554,0.5
qsar-biodeg,simpls,LIME vs SHAP,0.5585366,0.7635889,0.5
qsar-biodeg,simpls,LOCAL vs LIME,-0.2253711,-0.3309717,0.0
qsar-biodeg,simpls,LOCAL vs SHAP,-0.0040486,-0.0374494,0.0
tic-tac-toe,C5.0,FEAT_IMP vs LIME,0.6111111,0.8,0.2
tic-tac-toe,C5.0,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,C5.0,FEAT_IMP vs SHAP,0.3888889,0.6,0.2
tic-tac-toe,C5.0,LIME vs SHAP,0.7777778,0.9,1.0
tic-tac-toe,C5.0,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,C5.0,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,bayesglm,FEAT_IMP vs LIME,0.1666667,0.2666667,0.5
tic-tac-toe,bayesglm,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,bayesglm,FEAT_IMP vs SHAP,-0.1666667,-0.2666667,0.2
tic-tac-toe,bayesglm,LIME vs SHAP,0.5555556,0.7333333,0.2
tic-tac-toe,bayesglm,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,bayesglm,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,ctree,FEAT_IMP vs LIME,0.8888889,0.9666667,1.0
tic-tac-toe,ctree,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,ctree,FEAT_IMP vs SHAP,0.6666667,0.8000000,0.5
tic-tac-toe,ctree,LIME vs SHAP,0.5555556,0.7666667,0.5
tic-tac-toe,ctree,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,ctree,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,fda,FEAT_IMP vs LIME,0.2777778,0.3666667,0.5
tic-tac-toe,fda,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,fda,FEAT_IMP vs SHAP,0.1666667,0.2166667,0.2
tic-tac-toe,fda,LIME vs SHAP,0.6666667,0.8166667,0.5
tic-tac-toe,fda,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,fda,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,gbm,FEAT_IMP vs LIME,0.6111111,0.8166667,0.5
tic-tac-toe,gbm,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,gbm,FEAT_IMP vs SHAP,0.6666667,0.8333333,0.5
tic-tac-toe,gbm,LIME vs SHAP,0.8333333,0.9166667,1.0
tic-tac-toe,gbm,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,gbm,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,gcvEarth,FEAT_IMP vs LIME,0.1666667,0.2666667,0.5
tic-tac-toe,gcvEarth,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,gcvEarth,FEAT_IMP vs SHAP,-0.1666667,-0.2666667,0.2
tic-tac-toe,gcvEarth,LIME vs SHAP,0.5555556,0.7333333,0.2
tic-tac-toe,gcvEarth,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,gcvEarth,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,knn,FEAT_IMP vs LIME,0.7222222,0.8666667,0.5
tic-tac-toe,knn,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,knn,FEAT_IMP vs SHAP,0.3888889,0.4666667,0.5
tic-tac-toe,knn,LIME vs SHAP,0.6666667,0.8000000,1.0
tic-tac-toe,knn,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,knn,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,mlpML,FEAT_IMP vs LIME,0.1111111,0.1666667,0.5
tic-tac-toe,mlpML,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,mlpML,FEAT_IMP vs SHAP,0.1666667,0.1500000,0.5
tic-tac-toe,mlpML,LIME vs SHAP,0.3888889,0.4500000,0.5
tic-tac-toe,mlpML,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,mlpML,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,multinom,FEAT_IMP vs LIME,0.1666667,0.2000000,0.5
tic-tac-toe,multinom,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,multinom,FEAT_IMP vs SHAP,-0.1111111,-0.1500000,0.2
tic-tac-toe,multinom,LIME vs SHAP,0.5000000,0.4833333,0.5
tic-tac-toe,multinom,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,multinom,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,naive_bayes,FEAT_IMP vs LIME,0.1111111,0.1166667,0.2
tic-tac-toe,naive_bayes,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,naive_bayes,FEAT_IMP vs SHAP,0.1111111,0.2000000,0.2
tic-tac-toe,naive_bayes,LIME vs SHAP,0.7777778,0.9166667,0.5
tic-tac-toe,naive_bayes,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,naive_bayes,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,rbfDDA,FEAT_IMP vs LIME,0.0555556,0.1500000,0.2
tic-tac-toe,rbfDDA,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,rbfDDA,FEAT_IMP vs SHAP,0.0555556,0.0833333,0.2
tic-tac-toe,rbfDDA,LIME vs SHAP,0.5555556,0.7333333,1.0
tic-tac-toe,rbfDDA,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,rbfDDA,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,rda,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,rda,FEAT_IMP vs SHAP,0.2222222,0.2166667,0.2
tic-tac-toe,rda,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,rf,FEAT_IMP vs LIME,0.8333333,0.9333333,0.5
tic-tac-toe,rf,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,rf,FEAT_IMP vs SHAP,0.3888889,0.5833333,0.5
tic-tac-toe,rf,LIME vs SHAP,0.5555556,0.7166667,1.0
tic-tac-toe,rf,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,rf,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,rpart,FEAT_IMP vs LIME,0.7777778,0.8833333,1.0
tic-tac-toe,rpart,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,rpart,FEAT_IMP vs SHAP,0.6111111,0.8000000,0.5
tic-tac-toe,rpart,LIME vs SHAP,0.7222222,0.8833333,0.5
tic-tac-toe,rpart,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,rpart,LOCAL vs SHAP,NA,NA,NA
tic-tac-toe,simpls,FEAT_IMP vs LIME,0.3888889,0.4000000,0.5
tic-tac-toe,simpls,FEAT_IMP vs LOCAL,NA,NA,NA
tic-tac-toe,simpls,FEAT_IMP vs SHAP,-0.1111111,-0.1666667,0.2
tic-tac-toe,simpls,LIME vs SHAP,0.3888889,0.6000000,0.5
tic-tac-toe,simpls,LOCAL vs LIME,NA,NA,NA
tic-tac-toe,simpls,LOCAL vs SHAP,NA,NA,NA
vowel,C5.0,FEAT_IMP vs LIME,0.7333333,0.8909091,1.0
vowel,C5.0,FEAT_IMP vs LOCAL,0.4666667,0.6363636,0.5
vowel,C5.0,FEAT_IMP vs SHAP,0.5555556,0.6848485,1.0
vowel,C5.0,LIME vs SHAP,0.6444444,0.7939394,1.0
vowel,C5.0,LOCAL vs LIME,0.3777778,0.4424242,0.5
vowel,C5.0,LOCAL vs SHAP,0.3777778,0.5393939,0.5
vowel,bayesglm,FEAT_IMP vs LIME,0.8666667,0.9393939,1.0
vowel,bayesglm,FEAT_IMP vs LOCAL,0.2888889,0.5393939,0.5
vowel,bayesglm,FEAT_IMP vs SHAP,0.8222222,0.9393939,0.5
vowel,bayesglm,LIME vs SHAP,0.8666667,0.9515152,0.5
vowel,bayesglm,LOCAL vs LIME,0.4222222,0.6484848,0.5
vowel,bayesglm,LOCAL vs SHAP,0.2888889,0.5515152,0.5
vowel,ctree,FEAT_IMP vs LIME,0.6444444,0.7575758,1.0
vowel,ctree,FEAT_IMP vs LOCAL,0.4222222,0.5515152,0.2
vowel,ctree,FEAT_IMP vs SHAP,0.8222222,0.9151515,0.5
vowel,ctree,LIME vs SHAP,0.4666667,0.6363636,0.5
vowel,ctree,LOCAL vs LIME,0.6000000,0.7454545,0.2
vowel,ctree,LOCAL vs SHAP,0.4222222,0.5878788,0.5
vowel,fda,FEAT_IMP vs LIME,0.5555556,0.7333333,0.5
vowel,fda,FEAT_IMP vs LOCAL,-0.0666667,-0.1030303,0.2
vowel,fda,FEAT_IMP vs SHAP,0.6444444,0.8181818,0.5
vowel,fda,LIME vs SHAP,0.6444444,0.8060606,0.5
vowel,fda,LOCAL vs LIME,-0.0666667,-0.1030303,0.2
vowel,fda,LOCAL vs SHAP,-0.0666667,-0.1030303,0.2
vowel,gbm,FEAT_IMP vs LIME,0.8222222,0.9151515,1.0
vowel,gbm,FEAT_IMP vs LOCAL,0.4666667,0.5757576,0.2
vowel,gbm,FEAT_IMP vs SHAP,0.4222222,0.5393939,0.5
vowel,gbm,LIME vs SHAP,0.6000000,0.7696970,0.5
vowel,gbm,LOCAL vs LIME,0.5555556,0.7454545,0.2
vowel,gbm,LOCAL vs SHAP,0.6000000,0.7696970,0.5
vowel,gcvEarth,FEAT_IMP vs LIME,0.6888889,0.8545455,0.5
vowel,gcvEarth,FEAT_IMP vs LOCAL,0.1111111,0.0303030,0.2
vowel,gcvEarth,FEAT_IMP vs SHAP,0.5555556,0.7333333,0.5
vowel,gcvEarth,LIME vs SHAP,0.7777778,0.9151515,1.0
vowel,gcvEarth,LOCAL vs LIME,-0.1111111,-0.2121212,0.2
vowel,gcvEarth,LOCAL vs SHAP,0.1111111,0.0545455,0.2
vowel,knn,FEAT_IMP vs LIME,0.4666667,0.6242424,0.2
vowel,knn,FEAT_IMP vs LOCAL,0.5111111,0.7212121,0.5
vowel,knn,FEAT_IMP vs SHAP,0.3777778,0.5515152,0.2
vowel,knn,LIME vs SHAP,0.6444444,0.8303030,1.0
vowel,knn,LOCAL vs LIME,0.4222222,0.6484848,0.5
vowel,knn,LOCAL vs SHAP,0.3333333,0.5636364,0.5
vowel,mlpML,FEAT_IMP vs LIME,0.3777778,0.5151515,0.5
vowel,mlpML,FEAT_IMP vs LOCAL,0.3777778,0.5515152,0.2
vowel,mlpML,FEAT_IMP vs SHAP,0.6000000,0.7212121,0.5
vowel,mlpML,LIME vs SHAP,0.4222222,0.5272727,0.5
vowel,mlpML,LOCAL vs LIME,0.3777778,0.4060606,0.2
vowel,mlpML,LOCAL vs SHAP,0.2444444,0.2969697,0.5
vowel,multinom,FEAT_IMP vs LIME,0.8222222,0.9272727,1.0
vowel,multinom,FEAT_IMP vs LOCAL,0.3777778,0.6121212,0.5
vowel,multinom,FEAT_IMP vs SHAP,0.7333333,0.8787879,0.5
vowel,multinom,LIME vs SHAP,0.8222222,0.9393939,0.5
vowel,multinom,LOCAL vs LIME,0.5555556,0.7090909,0.5
vowel,multinom,LOCAL vs SHAP,0.3777778,0.6121212,0.5
vowel,naive_bayes,FEAT_IMP vs LIME,0.5555556,0.7575758,1.0
vowel,naive_bayes,FEAT_IMP vs LOCAL,0.6444444,0.7818182,0.5
vowel,naive_bayes,FEAT_IMP vs SHAP,0.7777778,0.9272727,1.0
vowel,naive_bayes,LIME vs SHAP,0.6000000,0.7696970,1.0
vowel,naive_bayes,LOCAL vs LIME,0.2888889,0.3818182,0.5
vowel,naive_bayes,LOCAL vs SHAP,0.6888889,0.7818182,0.5
vowel,rbfDDA,FEAT_IMP vs LIME,0.3333333,0.4303030,0.2
vowel,rbfDDA,FEAT_IMP vs LOCAL,0.5111111,0.5151515,0.5
vowel,rbfDDA,FEAT_IMP vs SHAP,0.4222222,0.4909091,0.2
vowel,rbfDDA,LIME vs SHAP,0.5555556,0.6969697,0.5
vowel,rbfDDA,LOCAL vs LIME,0.3777778,0.5151515,0.5
vowel,rbfDDA,LOCAL vs SHAP,0.3777778,0.4545455,0.5
vowel,rda,FEAT_IMP vs LIME,0.2444444,0.3454545,0.5
vowel,rda,FEAT_IMP vs LOCAL,0.3777778,0.4909091,0.5
vowel,rda,FEAT_IMP vs SHAP,0.3777778,0.5878788,0.2
vowel,rda,LIME vs SHAP,0.1555556,0.2606061,0.5
vowel,rda,LOCAL vs LIME,0.4222222,0.4909091,0.5
vowel,rda,LOCAL vs SHAP,0.6444444,0.7939394,0.5
vowel,rf,FEAT_IMP vs LIME,0.4666667,0.6606061,0.5
vowel,rf,FEAT_IMP vs LOCAL,0.1555556,0.2606061,0.2
vowel,rf,FEAT_IMP vs SHAP,0.2444444,0.3575758,0.5
vowel,rf,LIME vs SHAP,0.5111111,0.6242424,1.0
vowel,rf,LOCAL vs LIME,0.0666667,0.1030303,0.5
vowel,rf,LOCAL vs SHAP,0.2888889,0.3818182,0.5
vowel,rpart,FEAT_IMP vs LIME,0.2444444,0.4060606,1.0
vowel,rpart,FEAT_IMP vs LOCAL,0.4666667,0.6242424,0.5
vowel,rpart,FEAT_IMP vs SHAP,1.0000000,1.0000000,1.0
vowel,rpart,LIME vs SHAP,0.2444444,0.4060606,1.0
vowel,rpart,LOCAL vs LIME,0.2444444,0.2606061,0.5
vowel,rpart,LOCAL vs SHAP,0.4666667,0.6242424,0.5
vowel,simpls,FEAT_IMP vs LIME,0.3777778,0.4909091,0.5
vowel,simpls,FEAT_IMP vs LOCAL,0.2444444,0.2484848,0.5
vowel,simpls,FEAT_IMP vs SHAP,0.5111111,0.6242424,0.5
vowel,simpls,LIME vs SHAP,0.8666667,0.9636364,1.0
vowel,simpls,LOCAL vs LIME,0.6000000,0.7818182,1.0
vowel,simpls,LOCAL vs SHAP,0.6444444,0.8181818,1.0
waveform-5000,C5.0,FEAT_IMP vs LIME,0.6641026,0.8221388,1.0
waveform-5000,C5.0,FEAT_IMP vs LOCAL,0.4964438,0.6796148,1.0
waveform-5000,C5.0,FEAT_IMP vs SHAP,0.8820513,0.9666041,0.5
waveform-5000,C5.0,LIME vs SHAP,0.6794872,0.8242026,0.5
waveform-5000,C5.0,LOCAL vs LIME,0.5021337,0.6920888,1.0
waveform-5000,C5.0,LOCAL vs SHAP,0.4509246,0.6408797,0.5
waveform-5000,bayesglm,FEAT_IMP vs LIME,0.6487179,0.8185741,1.0
waveform-5000,bayesglm,FEAT_IMP vs LOCAL,0.7382646,0.8969253,0.5
waveform-5000,bayesglm,FEAT_IMP vs SHAP,0.8358974,0.9587242,0.5
waveform-5000,bayesglm,LIME vs SHAP,0.7205128,0.8590994,0.5
waveform-5000,bayesglm,LOCAL vs LIME,0.7012802,0.8632235,0.5
waveform-5000,bayesglm,LOCAL vs SHAP,0.7553343,0.9096181,0.5
waveform-5000,ctree,FEAT_IMP vs LIME,0.3435897,0.4609756,1
waveform-5000,ctree,FEAT_IMP vs LOCAL,0.5846373,0.7476748,1
waveform-5000,ctree,FEAT_IMP vs SHAP,0.7846154,0.8155722,1
waveform-5000,ctree,LIME vs SHAP,0.3641026,0.4906191,1
waveform-5000,ctree,LOCAL vs LIME,0.2091038,0.3207134,1
waveform-5000,ctree,LOCAL vs SHAP,0.4253201,0.5686618,1
waveform-5000,fda,FEAT_IMP vs LIME,0.3461538,0.4928705,1.0
waveform-5000,fda,FEAT_IMP vs LOCAL,0.5179487,0.6611632,1.0
waveform-5000,fda,FEAT_IMP vs SHAP,0.8589744,0.9043152,0.5
waveform-5000,fda,LIME vs SHAP,0.3230769,0.4726079,0.5
waveform-5000,fda,LOCAL vs LIME,0.4128205,0.5619137,1.0
waveform-5000,fda,LOCAL vs SHAP,0.5512821,0.7050657,0.5
waveform-5000,gbm,FEAT_IMP vs LIME,0.6974359,0.8748593,1
waveform-5000,gbm,FEAT_IMP vs LOCAL,0.5410256,0.7277674,1
waveform-5000,gbm,FEAT_IMP vs SHAP,0.6820513,0.8450281,1
waveform-5000,gbm,LIME vs SHAP,0.6615385,0.8166979,1
waveform-5000,gbm,LOCAL vs LIME,0.5051282,0.6866792,1
waveform-5000,gbm,LOCAL vs SHAP,0.5717949,0.7628518,1
waveform-5000,gcvEarth,FEAT_IMP vs LIME,0.4487179,0.5772983,0.5
waveform-5000,gcvEarth,FEAT_IMP vs LOCAL,0.5195682,0.6807692,0.5
waveform-5000,gcvEarth,FEAT_IMP vs SHAP,0.8487179,0.9016886,0.5
waveform-5000,gcvEarth,LIME vs SHAP,0.4769231,0.6165103,1.0
waveform-5000,gcvEarth,LOCAL vs LIME,0.2631579,0.3993927,0.5
waveform-5000,gcvEarth,LOCAL vs SHAP,0.5411606,0.7139676,0.5
waveform-5000,knn,FEAT_IMP vs LIME,0.5179487,0.6816135,0.5
waveform-5000,knn,FEAT_IMP vs LOCAL,0.5546559,0.7323887,0.5
waveform-5000,knn,FEAT_IMP vs SHAP,0.5538462,0.7174484,1.0
waveform-5000,knn,LIME vs SHAP,0.5794872,0.7493433,0.5
waveform-5000,knn,LOCAL vs LIME,0.6059379,0.8004049,0.5
waveform-5000,knn,LOCAL vs SHAP,0.6464238,0.8368421,0.5
waveform-5000,mlpML,FEAT_IMP vs LIME,0.4435897,0.6129456,1.0
waveform-5000,mlpML,FEAT_IMP vs LOCAL,0.5897436,0.7891182,0.2
waveform-5000,mlpML,FEAT_IMP vs SHAP,0.6435897,0.8373358,0.5
waveform-5000,mlpML,LIME vs SHAP,0.5743590,0.7305816,0.5
waveform-5000,mlpML,LOCAL vs LIME,0.5307692,0.7230769,0.2
waveform-5000,mlpML,LOCAL vs SHAP,0.6897436,0.8718574,0.0
waveform-5000,multinom,FEAT_IMP vs LIME,0.6846154,0.8517824,0.5
waveform-5000,multinom,FEAT_IMP vs LOCAL,0.7087087,0.8698435,0.2
waveform-5000,multinom,FEAT_IMP vs SHAP,0.8230769,0.9534709,0.5
waveform-5000,multinom,LIME vs SHAP,0.6717949,0.8333959,0.5
waveform-5000,multinom,LOCAL vs LIME,0.7177177,0.8897582,0.5
waveform-5000,multinom,LOCAL vs SHAP,0.7747748,0.9132290,0.5
waveform-5000,naive_bayes,FEAT_IMP vs LIME,0.4948718,0.6467167,1
waveform-5000,naive_bayes,FEAT_IMP vs LOCAL,0.5465465,0.7287814,1
waveform-5000,naive_bayes,FEAT_IMP vs SHAP,0.5410256,0.7011257,1
waveform-5000,naive_bayes,LIME vs SHAP,0.5794872,0.7465291,1
waveform-5000,naive_bayes,LOCAL vs LIME,0.7117117,0.8793267,1
waveform-5000,naive_bayes,LOCAL vs SHAP,0.6546547,0.8504030,1
waveform-5000,rbfDDA,FEAT_IMP vs LIME,-0.0743590,-0.1187617,0.0
waveform-5000,rbfDDA,FEAT_IMP vs LOCAL,0.5974359,0.7986867,0.0
waveform-5000,rbfDDA,FEAT_IMP vs SHAP,0.3846154,0.5611632,0.2
waveform-5000,rbfDDA,LIME vs SHAP,-0.1974359,-0.2956848,0.0
waveform-5000,rbfDDA,LOCAL vs LIME,-0.0820513,-0.1198874,0.0
waveform-5000,rbfDDA,LOCAL vs SHAP,0.5153846,0.6673546,0.0
waveform-5000,rda,FEAT_IMP vs LIME,0.5897436,0.7617261,0.5
waveform-5000,rda,FEAT_IMP vs LOCAL,0.5817923,0.7750301,0.5
waveform-5000,rda,FEAT_IMP vs SHAP,0.6000000,0.7729831,1.0
waveform-5000,rda,LIME vs SHAP,0.7128205,0.8761726,0.5
waveform-5000,rda,LOCAL vs LIME,0.6813656,0.8498742,1.0
waveform-5000,rda,LOCAL vs SHAP,0.6529161,0.8535945,0.5
